section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Mercedes-Benz,Tail light stops working for a while,post-878245,"Mar 11, 2018",AngeloOliveira,"Hi, good morning!,My MB C200 2008 has a problem;,- The tail light (hazard light) right or left stop working AFTER a while, then when I turn off and turn on the car (engine) it works normally for a period of time.,Some times the fuel marker stopts working too.,I notice that if it is too hot, like 100 F° or 35 C° (I live in Brazil) the problem is harder. Looks like some piece stops working  and get works normally after turn off the engine.,I dropped the car at 2 garages but always the same problem, thay say that uses the scaner (do not know de kind).,I made a video to show the problem, attached.,Im really disappointed!",#1,,NA,NA,NA,NA,2,0,,,NA
Mercedes-Benz,e class 220 diesel 2014 modell year,post-848287,"Aug 12, 2017",ismail2007,Hello can someone tell me please exact how many oxygen sensors the e 220 diesel have and or lambda probes and their location?is the oxygen sensor and lambda probe the same? i have tried to locate in the epc but cant find information.any pics will help .thank you in advance,#1,,NA,NA,NA,NA,1,0,,,NA
Mercedes-Benz,Did I find something special?,post-837082,"May 14, 2017",MikeJ,Why does it have Swedish plates?,#2,,"Jun 19, 1978
										
											(Age: 44)","Oulu, Finland",NA,"Accountant, translator","3,242","1,827","Skoda Octavia vRS,Skoda Fabia Combi Sport,Saab 9-3","I'm a lot of things.,Don't ask the world to change - you change first.",NA
Mercedes-Benz,(W222) Active Bonnet Triggered,post-820790,"Jan 8, 2017",WAND,"Mercedes-Benz,""After triggering, the bonnet can be reset for the journey to the qualified workshop. There, the actuators need to be replaced.""",#5,,,Belgrade,Male,NA,"1,561","2,441",,,NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-411718,"Sep 15, 2009",Tarek,"On the downside the convertible won't have those doors!,Very happy with this car and the more extreme version with the new insane engines is gonna be pure demolition!",#17,post: 411691,,Cairo.,NA,Dentist,"9,862","2,291",Italian.,,NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-410723,"Sep 11, 2009",Der Hofmeister,"You wanted more pics, here you have them",#13,post: 410660,April 26,"Bucharest, Romania",Male,Credit Risk Analyst,885,"1,867","2014 BMW 320d xDrive (F30),2012 BMW 116i 3dr (F21),2004 Chevrolet Kalos SX 1.4 (2004),2006 Volkswagen Passat Variant (B6) 2.0 TDI BKP (6-speed DSG),2009 BMW 525xd LCI (E60 LCI)",,NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-414279,"Sep 27, 2009",m-power,"Anybody have those pictures in high res ????,[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available]",#34,,"Aug 12, 1979
										
											(Age: 43)",NA,NA,General Surgeon,"1,016","1,114",BMW 530i,Photography,NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-417520,"Oct 11, 2009",loco@circo,"Some more from the IAA (reduced to 50% of original size):,[image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available][image no longer available]",#40,,NA,NA,NA,student of social science,70,18,E36 318is,,NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-421910,"Nov 1, 2009",GBOY,Welcome to reality,#51,,,"Washington, DC",NA,Art Director,"1,171","1,146","S550 AMG Sport,G550 ...,SL 500 ...,Honda Shadow VT1100,08 Range Rover,04 Range Rover,S430 Sport,CLK320,W202 C Class,Lexus LX450,Mitsubishi 3000GT,S-Coupe Cabriolet","Cars, Pool, Tennis,07 S550 4m Sport * 2011 G550 * 04 SL 500 * Honda Shadow VT1100",NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-425179,"Nov 22, 2009",BVC500,"You think Mercedes would have designed the rear bumper better to accommodate the US style license plate.  I can understand the bumperettes, but not how the plate covers the reverse light.",#73,,NA,NA,NA,NA,105,84,,,NA
Mercedes-Benz,Anniversary of a life-saving innovation: The airbag entered production 30 years ago,post-487510,"Nov 2, 2010",Michael,"That is something that makes us all wonder but puts us to rest.  I hope that I am never in any serious car accident.  However, knowing that my car is equipped with airbags puts me, slightly, at ease.  Just a scary thing as a whole.  Airbags save your life, but they also hurt when they slap you in the face and/or arm.  Hopefully no  one here will experience that.",#11,post: 482558,"Jun 14, 1984
										
											(Age: 38)",NA,NA,NA,"4,640",662,BMW M3 or Ferrari 458,Take a look at my portfolio,NA
Mercedes-Benz,Anniversary of a life-saving innovation: The airbag entered production 30 years ago,post-482558,"Sep 27, 2010",Makini,"Knock-on-wood, i've driving for the past 22 years (16 years officially,) and i've never been in anything more than a fender bender! But, when my big one comes, and it will here in Nairobi, I'm glad my current car has more 'Airbag' tags than I can count...",#10,,May 7,Nairobi.,Male,Marketer.,316,107,"2015 Volkswagen Tiguan Sport & Style 2.0TSI DSG,2013 Volkswagen Amarok HL Bi-TDI AG8,2009 Volwagen Touareg 3.0 V6 TDI AG6,2011 Volkswagen Passat CC 1.8TSI DSG-7,2005 Volkswagen Passat Variant 1.8T MT,1990 Nissan Bluebird RU12 2.0 SSS.,1997 Subaru Impreza WRX Hatchback.,2003 Volkswagen Jetta Highline 1.9 TDI.,2006 Volkswagen Touareg 2.5R5 TDI AG6,2007 Volkswagen Passat Comfortline 2.0 TDI.,2014 Volkswagen Tiguan S&S 2.0 TSI DSG,(Bike) Honda CB1000R",Speak softly but carry a big stick...,NA
Mercedes-Benz,2005 G55 Grand Edition,post-759693,"Aug 21, 2015",Suhail Siddiqi,"Slowly I have been learning to drive the G55, as efficiently as possible.,Last month, I was able to get 13.9 MPG, on mostly city driving. I am planning a 500 miles plus trip, I will see if I can Average 14.2, let's see keep you posted,Sorry the car is  2005",#1,,,California,Male,Self Employed,9,1,,,NA
Mercedes-Benz,Future Classic: 1998 Mercedes E55 AMG W210,post-759751,"Aug 22, 2015",DJRaze99,Mercedes E55 T AMG.,#3,,"Feb 1, 1991
										
											(Age: 32)",Poland,Male,NA,"1,029","3,662",Mercedes S 65 AMG W220,,NA
Motorsports,Drive the Ferrari F1 car.... in GT5 Prologue!,post-285763,"Mar 14, 2008",Rengoku,"Sorry if I'm too excited, but this news just blew my mind.",#1,,"Mar 21, 1984
										
											(Age: 39)","Toronto, Canada",NA,NA,65,61,,,NA
Mercedes-Benz,Mercedes-Benz SLS AMG Picture Thread,post-810122,"Oct 11, 2016",Rainer271,,#172,,,Germany,Male,NA,"11,239","19,367",,"Regards, Rainer",NA
Motorsports,Will you watch Melbourne GP live ?,post-284927,"Mar 12, 2008",chonkoa,I think I am going to watch all sessions.,#20,,,Houston & Calgary,NA,Engineer,"3,941","2,267","X5 4.8i/X6 50i,Chevy Sliverado,2004 Honda Accord, 2005 Toyota RAV4, 2006 330i,2010 Chevy Silverado,BMW CS(I am waiting BMW)","Golf, Car racing,Football: Arsenal FC fan",NA
Motorsports,Will you watch Melbourne GP live ?,post-285306,"Mar 13, 2008",Habitual Speeder,"I'll be watching the race...I doubt I'll have time to watch anything else.,Having said that, Ecclestone is a complete jackass.  Good job on alienating your fans in North America, Bernie!,Read this:,For the past 5 years, I've been attending a launch party hosted by a motorsports paraphenalia shop (Toronto Motorsports).  We have the party in a restaurant, where we can watch the race, while eating & drinking.,It used to work out quite well for the Australian race, as it used to start at 11pmEDT.  Now, the bloody race won't start until 12:30amEDT.  Still not awful (here, in Ontario, we have a useless law that stops alcohol sales at 2am), but it'll get worse if his silly idea of a night race is realized.",#25,,,"Ottawa, Canada",NA,NA,"1,396",319,"Own: 2005 Honda Civic SE,Drive: Whatever I decide to take off the lot","""Why is one driver faster than another? He's got more confidence. Sometimes, he gets it by over-riding certain fears & getting away with it. That lures you on."" - Mario Andretti",NA
Motorsports,Will you watch Melbourne GP live ?,post-284932,"Mar 12, 2008",pablodav,"FOr me will be at 4am, but be sure i will be awake. So anxious for the new season",#21,,,"Madrid, Spain",NA,NA,39,51,"VW Eos 2.0 FSI,Mercedes E270 CDI,There are a lot",,NA
Mercedes-Benz,Mercedes-Benz S-Class by Dynasty Auto Design,post-716815,"Oct 14, 2014",hannaz,"Mercedes Benz introduced the new generation S Class last year and the S Class retained the best luxury car in the world tag. The response for the S Class around the world is very high and the company is not able to meet the demand. Mercedes will soon introduce the extra long wheel base models officially for the customers who want more comfort, but some modifying companies have already begun introducing their own stretched version of the S Class. We have stumbled upon this S Class stretched version image in the instagram. This S Class stretched version is designed by the Dyansty Auto Design in California. Dynasty has already done the stretched version of various models like the Range Rover and many more.,http://fly-wheel.com/mercedes-benz-s-class-stretched-version-by-dynasty-auto-design/",#1,,"May 22, 1981
										
											(Age: 42)","Calicut, Kerala, India",Male,Auto-Journalist,"4,357","8,202","Mercedes Benz G-Wagon (300GD, W460),,Royal Enfield Bullet (1958),Mercedes Benz 220D (W115, 1968), E250D (W124), E250 (W210), 190 (W201),Range Rover (1985), Suzuki Gypsy (Samurai),Mercedes-Maybach S650, new G-Class, AMG S65 , G-Professional, G63 6x6, SLR, Unimog, Arocs SLT 8x8.","Auto Journalist by profession, Passionate auto-lover by heart.,Juror - WCOTY (World Car Awards),Chief Editor - Fly Wheel Automotives.,Power of Passion - facebook.com/HanMust",NA
Mercedes-Benz,Sport Auto Supertest - Mercedes-Benz SLS AMG Black Series,post-716753,"Oct 14, 2014",Toldi911,Nice SLS AMG Black Series near Stuttgart:,#21,,NA,NA,NA,NA,350,373,,www.youtube.com/user/DrGumoLunatic www.autobahnspeedhunter.com,NA
Mercedes-Benz,The most loved car company......Guess,post-709288,"Aug 27, 2014",Germany10,Those babes create addiction !!!,#3,post: 709222,January 10,NA,Male,NA,33,10,,,NA
Mercedes-Benz,NEW Mercedes Benz SL 63 AMG 2012 / 2013 - R231 series - ON THE ROAD,post-579772,"May 22, 2012",-=Hot|Ice=-,,#3,,,In my Empire.,Male,Dreaming.,"2,172","1,227","2018 Audi S5 Coupe,2013 BMW M3 Coupe,2009 Kawasaki ZX-6R,2008 BMW 328xi Coupe,Too many to list.",I like being me.,NA
Mercedes-Benz,NEW Mercedes Benz SL 63 AMG 2012 / 2013 - R231 series - ON THE ROAD,post-573174,"Apr 8, 2012",snksnok,King of roed,#2,,NA,NA,NA,NA,56,72,,,NA
Mercedes-Benz,"2014 S-Class, in depth review",post-698652,"Jun 3, 2014",ZicZachZo,"Looks really good. BTW, Motorweek, god bless it, needs an update!!",#3,,"Mar 20, 1987
										
											(Age: 36)",United Kingdom,Male,NA,"1,108",520,"2019 VW e-Golf,'90 Mercedes Benz 190E 2.6,Porsche 911, Mercedes S205 C63",,NA
Mercedes-Benz,Exclusive collector’s item: The new SLS AMG GT3 ”45th ANNIVERSARY”,post-604716,"Oct 22, 2012",tennmb,Does it come with a helmet?,#5,,"Sep 8, 1970
										
											(Age: 52)",NA,Male,NA,"1,661","1,071",,,NA
Motorsports,DTM final race @ Hockenheimring! (Fitty Six Kays chillax),post-241999,"Oct 17, 2007",cawimmer430,,#6,,"Jul 31, 1982
										
											(Age: 40)","Munich, Germany",NA,"Photographer, Graphic Designer","14,816","13,252","'07 BMW 118i,1936 Mercedes-Benz 500K Spezial Roadster","Mercedes-Benz, Photoshop (Digital Imaging), Reading, Dogs, Athletics, Sleeping, Drawing &amp; Eating!!!,CHRISTIAN WIMMER,WIMMERFOTOGRAFIE.de | www.facebook.com/wimmerfotografie | IG: wimmerfotografie",NA
Motorsports,"'Ring visit, the third installment",post-214976,"Aug 2, 2007",audi_rudy,"you may not think that these photos are up to your standards but i find them amazing.,Sounds like you had fun in the porsche and everything.  There really are some amazing cars at the ring i hope to someday make it there",#6,,"Nov 9, 1991
										
											(Age: 31)","Rhode island, USA",NA,high school,"1,674",307,,"cars, sports, school, speed skating",NA
Mercedes-Benz,Classic Mercedes-Benz photos,post-330219,"Sep 17, 2008",Jackbmw,"The car which is now famous in whole Poland probably. Its first owner was Stanislaw Lem, a worldwide famous SF books author:,The car is now for sale at the auction portal and all the income will be given to charity supporting uncurably ill children.,Some details about the car:,- Mercedes 280 SE,- 2.8 liter motor,- 185 bhp,- produced in 1981,- mileage 109 000 km,- all the time in possesion of the family Lem,- still with original plates,- bought in Western Berlin as a new car,- still has got the original paintwort,Some pics (more at the auction):,[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],The car costs now almost 10000 Euros,- 1 Euro = 3,3zł,P. S. Does anyone know how this paintwork colour is called?",#78,,,Not there where I'd like to,NA,Software engineer - developing soft for VW &amp; A,161,166,"Moreagrün BMW 320i sedan, Jan '96,None - my Bimmer is my first car,BMW 335i Coupe with M Package","BMWs, Modelcars, IT,The Ultimate Driving Machine",NA
Mercedes-Benz,SPIED! Mercedes-Benz S-Class Coupe caught on camera again,post-627618,"Mar 11, 2013",Mark,,#1,,,"Tampa, FL",NA,NA,"16,982","6,557","2011 BMW X5 xDrive35d (E70),2006 BMW 650i Cabriolet (E64),1999 Mercedes-Benz C230 Kompressor (W202),1998 Mercedes-Benz E320 (W210),1994 Jaguar XJ6 (XJ40)",,Staff member
Motorsports,BMW's F1.07 to Drive Nordschleife,post-181632,"Apr 28, 2007",bum-man,"LOL, what would have been hilarious is the look of Heidfeld's face as the M5 ring taxi passed him.",#22,post: 181625,"Aug 6, 1985
										
											(Age: 37)",NA,NA,NA,"3,576","1,161",,,NA
Motorsports,BMW's F1.07 to Drive Nordschleife,post-181699,"Apr 29, 2007",Matt,How do you pull an 8.34 time in an F1 car going at those speeds??? THat doesnt make sence.,#24,,,"Los Angeles, California",NA,Student,"3,136",195,,"Im a college student.,Cars, dirt biking, waterskiing ect.",NA
Mercedes-Benz,Classic Mercedes-Benz photos,post-402022,"Aug 10, 2009",thebenzbar,"W123 coupes may soon to be classics, if not already",#135,,,S.Florida,NA,NA,2,2,"a diesel and a petrol,C63 AMG","Cars,300CD-T,E55 AMG",NA
Mercedes-Benz,Mercedes-Benz C63 AMG Black Series -  First Drives/Tests Thread,post-552317,"Dec 19, 2011",molotow,,#22,,NA,NA,NA,NA,43,45,,,NA
Motorsports,Peugeot 908 HDi - Le Mans challenger.,post-138691,"Jan 14, 2007",Choleric,"PEUGEOT 908 – LE MANS CHALLENGER POWERED BY HDi,Peugeot’s road car HDi diesel technology is to be showcased in Le Mans endurance series in 2007,New V12 HDi DPFS diesel engine to power Peugeot 908 racecar,On 14 June 2005, Peugeot announced its decision to take up a new technological challenge: to win one of the most prestigious and most demanding motor races in the world, the Le Mans 24-hour race, with the Peugeot 908, a car powered by a V12 HDi diesel engine, equipped with a diesel particulate filter system (DPFS).,This new car will follow in the footsteps of the legendary Peugeot 905, winner of the World Sports Car Championship and Le Mans 24-hour race in 1992 and the historic one, two, three finish in 1993.,Unlike the 905 which was powered by a 3.5-litre V10 petrol engine, the new contender will be powered by a 5.5-litre 100o V12 HDi diesel engine. This is the maximum engine size that regulations allow and was chosen for its efficient operation at low engine speeds. It also enables engine power to be limited in the first instance, but also enables further development.,The level of performance expected – more than 515kW (700 bhp) of power and a torque output greater than 1,200 Nm – is without precedent in a diesel engine and is a direct result of Peugeot’s current level of know-how in diesel technology, linked to the mechanical characteristics of the V12.,The choice of a V12 engine helps keep the cylinder bore diameter very close to that of a production series engine. In doing so, Peugeot can call on its extensive knowledge of diesel combustion, obtained during the development of the current HDi diesel engines. It also ensures the engine has a reasonable length piston stroke.,The V12 architecture, well known for its good balance, also reduces vibration to a minimum. The V12 engine uses a 100o V angle for its architecture, which has allowed its centre of gravity to be lowered without affecting the torsional rigidity of the engine.,Two diesel particulate filters are mounted at the end of each of the exhaust systems. Through technology which has come directly from production cars, they will provide a guaranteed control of exhaust emissions under all operating conditions.,Back in 2000, Peugeot confirmed its commitment and strategic policy to reduce exhaust emissions, with the fitment of a diesel particulate filter system (DPFS) as standard equipment on the HDi diesel engine in the 607. The success of this commitment was demonstrated in December 2005 when Peugeot celebrated the production of the one-millionth vehicle fitted with a diesel particulate filter system.,Today, it is the production car which brings its HDi diesel particulate filter technology to the competition arena, in order to show its qualities in extreme conditions of endurance and performance, all the while respecting the environment.",#2,,,Great Plains,NA,NA,"3,764","1,770","A4,Audi 90 S,S8",,NA
Mercedes-Benz,Mercedes benz SL R231 + Edit!,post-552176,"Dec 18, 2011",BMWM2,Hi,#1,,NA,NA,NA,NA,3,2,,,NA
Motorsports,Best drift car!,post-102009,"Oct 15, 2006",dyna-niet,"maybe a z4 m coupe or if you had the money, i would buy a mb clk dtm",#7,,"Feb 7, 1985
										
											(Age: 38)",Netherlands,NA,NA,380,136,,///M SiMplY THe BesT,NA
Mercedes-Benz,"Mercedes M-Class (W163) Development, testing, and production",post-560761,"Feb 4, 2012",Ham8,"Very interesting video, I hope Mercedes fans will enjoy",#1,,NA,NA,NA,NA,104,290,,,NA
Mercedes-Benz,Heritage preserved from decay: W116 280 SE as a fair-weather car,post-562491,"Feb 12, 2012",Atatexan,"Does anyone know the part numbers and where to purchase the ""Koni modified suspension"" described in the post? Gorgeous W116.",#9,,NA,NA,NA,NA,3,0,,,NA
Motorsports,Mika Hakkinen vs Kimi Raikkonen,post-74972,"Jun 24, 2006",YoungWarrior,montoya is overrated and disapointing. A bit of a flop as he cost MB the championship last year and kimis title because he kept crashing and doing the friendly fire thing.,#13,,"Jan 9, 1989
										
											(Age: 34)",NA,NA,NA,625,6,,"""Aerodynamics are for people who cannot build engines"" - Enzo Ferrari",NA
