section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Motorsports,"2011 Impreza WRX STI Laps the Nurburgring in 7:55.0 , Faster than Panamera & CTS-V",post-466119,"Jun 10, 2010",Mr Robert,Good going! Let's hope the production version goes just as well and that this is not just a re-run of the Mitsubishi Evo IX debacle.,#17,,,Sweden,Male,Lawyer,"10,963","4,339","2010 BMW E91 320d,2012 Mercedes 220d C-class,2010 320d M,2002 320i M-Sport,2009 MINI Cooper S,1989 Mazda 323 1,6 DL,1987 VW Polo 1,6 CL",Edmunds - Insideline  We love a giant killer because it makes great headlines and there's always pressure to deliver an upset.  And I'm CURIOUS,NA
Motorsports,"2011 season, car launch etc.",post-499830,"Feb 4, 2011",Gene,Wow those sidepods are crazy.,#57,,"Jan 10, 1984
										
											(Age: 39)",NA,NA,NA,447,247,,,NA
Motorsports,Joy is Racing - M3 GT at Sebring,post-449192,"Mar 11, 2010",HighestOfHigh,-,#2,,September 11,DC,Male,NA,"9,364","5,052",Mercedes-Benz S65 AMG,HighestOfHigh,NA
Motorsports,"2011 season, car launch etc.",post-500107,"Feb 6, 2011",bmer,You shouldn't look too much into the car they presented.,#66,,September 24,NA,NA,NA,"6,974","2,960",,,NA
Motorsports,New points system set for 2010.,post-429696,"Dec 11, 2009",Imhotep Evil,"True, the gap from 3rd to 4th is increased.,25-20-15 is the same as 10-8-6 .,2.5x10 - 2.5x8 - 2.5x6",#8,post: 429685,"Jul 7, 1983
										
											(Age: 39)",NA,NA,NA,"4,993",513,,cars. IT. Champions League,NA
Motorsports,Chevy Camaro SS Indy 500 Pace Car,post-387550,"Jun 3, 2009",CarGuy,,#1,,,"Edmonton, Canada",NA,NA,"2,630","1,345",,"You're familiar with the phrase ""man's reach exceeds his grasp""? It's a lie, man's grasp exceeds his nerve.",NA
Motorsports,Audi R15 spyshots,post-366182,"Feb 18, 2009",Mockenrue,Very detailed analysis here:,#8,,,"London, UK",NA,Analyst/Programmer,338,247,Audi R8,"Cars, music, high end audio",NA
Motorsports,2009 Turkish GP,post-388238,"Jun 8, 2009",cawimmer430,,#26,,"Jul 31, 1982
										
											(Age: 40)","Munich, Germany",NA,"Photographer, Graphic Designer","14,816","13,252","'07 BMW 118i,1936 Mercedes-Benz 500K Spezial Roadster","Mercedes-Benz, Photoshop (Digital Imaging), Reading, Dogs, Athletics, Sleeping, Drawing &amp; Eating!!!,CHRISTIAN WIMMER,WIMMERFOTOGRAFIE.de | www.facebook.com/wimmerfotografie | IG: wimmerfotografie",NA
Motorsports,New American F1 Team set to Join the Grid in 2010,post-367766,"Feb 25, 2009",modena_360stradale,"Wow, that has to be the most biased and offensive comment I've ever seen on here.,How exactly will Americans ruin Formula 1?  With their inferior driving skills?  Their accents?  Their redneck, inbred smell?,It's pitiful that ignorant elitism like yours still exists.",#10,post: 367073,NA,NA,NA,NA,867,"1,147",,"CL600, SL55, CLS55, G55, Maybach, Murcielago, SLR and an F40",NA
Motorsports,New American F1 Team set to Join the Grid in 2010,post-367759,"Feb 25, 2009",saler13,"Until US drivers are carting fanatics by 8 years old, glued to the TV watching F1 races at 8 am and embrace technology in racing there will not be another US F1 point scorer.,Want to see the future of F1 ?,Keep your eyes on Sebastien Vettel !!!",#9,,,"Thunder Bay, Ontario",NA,Sales Consultant,8,12,SLR Stirling Moss,"17 years working with Mercedes-Benz,F1 Racing, football, sailing, swimming, biking",NA
Motorsports,Analysis - top teams pass notes to improve overtaking,post-335880,"Oct 6, 2008",Family Guy,"The 2009 Formula One season could see a lot more passing manoeuvres thanks to a unique collaboration between three of the sport’s leading teams. Backed by the FIA, top design engineers from Ferrari, McLaren and Renault worked together to help frame changes to the aerodynamic regulations that should make overtaking far less of a rarity.,Under current regulations, a driver typically needs to be as much as two seconds a lap faster than the car in front to have a realistic chance of passing. That should be cut to around a second next year thanks to a host of bodywork changes, including wider front wings that can be adjusted by the driver from the cockpit - a Formula One first.,Instigated by the FIA at the beginning of 2007, the Overtaking Working Group (OWG) - comprising Ferrari’s Rory Byrne, McLaren’s Paddy Lowe and Renault’s Pat Symonds - used McLaren’s advanced Formula One simulator to evaluate overtaking at Turn 1 of the old Barcelona circuit. Having established the existing ‘two seconds per lap’ requirement, they set about cutting that in half through aerodynamic changes.,They quickly learned that previous FIA proposals aimed at increasing overtaking, in particular the planned Centreline Downwash Generating (CDG) rear wing, had some major flaws. Utilising a conventional wind tunnel rather than computer-based Computational Fluid Dynamics, they instead came up with a series of new measures which should guarantee the desired effect.,The most obvious changes to the cars will be a taller and narrower rear wing, a shorter rear diffuser, and the loss of bodywork appendages such as deflectors, winglets and chimneys. Perhaps the most interesting revision, however, is to the front wing, which will become much wider. It will also be Formula One racing’s first (legal) moveable aerodynamic device, with the driver able to fine tune its settings from the cockpit.,“The flap will be controlled and monitored by the standard ECU,” explains OWG member Paddy Lowe. “The software in this unit is FIA-controlled, so it will only allow two adjustments per lap. The number of settings available to the driver will be up to the team, but the maximum flap angle range is +/- 3 degrees (i.e. 6 degrees total), so probably a team might provide one-degree steps.”,Having achieved their target of the ‘one second per lap’ requirement, it remains to be seen how the OWG’s measures will perform during an actual Grand Prix. Have they got the balance right? After all, many will rightly argue that overtaking in Formula One - the world’s premier motorsport series -,be difficult.,“In my view the reduction from two seconds to one is a very big and important step,” says Lowe. “We may indeed find that this is sufficient. Clearly a zero second per lap differential is nonsensical, so it is not as though we only made half the necessary progress! I also do not believe we want to make overtaking trivial if your car is at all faster - i.e. if we reduced that same number to 0.2sec/lap, say, then it would almost guarantee that any faster car could overtake any slower car without delay - a really quite boring prospect.”,It’s clear the changes should make for even more exciting racing, but that doesn’t mean they will make life any easier for the drivers. They already have a myriad of controls to deal with from the cockpit and next year will see the addition of not only adjustable wings but also KERS, the Kinetic Energy Recovery System (which could also boost overtaking).,As Lowe succinctly puts it, “Switch 'real estate' on the steering wheel is becoming as difficult to find as it is in the cockpit of a 747!”",#1,,,"Melbourne, Australia",NA,NA,177,20,Audi R8 V12 TDI,,NA
Motorsports,"Petit LeMans-Road Atlanta-Oct 3-4,2008 Vids and Pic's",post-336233,"Oct 7, 2008",Palbay,"Hey guys I attended the Petit LeMans in Atlanta this past weekend.The ALMS is a great Series.The Peugeot 908 was there....only the second time it has raced in the States.The vids are mainly for the audio.You can hear the roar of the bigger displacement V8's and the higher revving smaller V8's scream.Pages 1-3 are me walking through the Paddock Friday night after practice.Pages 4-12 are during the race on Sat.Checkout Page 11,the start of the night shots.Got a few pic's of red hot brake rotors and blue exhaust flames! Pages 13-16 are after the race and walking through the Paddock Sat night.Got some good pic's of the winning Corvette and drivers on the last couple of pages.The easiest way to navigate the Gallery is to use the down arrow on the left side and preview the thumbnails.Enjoy! Thanks! PalBay",#1,,,"Greenville,SC",NA,Real Estate Development,606,"1,450","2007 BMW X3,Cadillac SRX/Infiniti G35x/,Audi A4 Avant,BMW X6",,NA
Motorsports,2008 German Grand Prix,post-316154,"Jul 14, 2008",BMW///MPower,"I sure hope that Nick and Robert will eb able to mix themselves in the debates for a podium finish. It's the teams home GP so I really hope they will give a splendid performance.,For BMW Sauber it is a very difficult time now IMO. Must be really hard to decide where to put the resources. We have a chance of winning a world championship but only if the others keep messing things up like they are doing for the entire season. It is thanks to the really great and consistent performances of the drivers in every race that the team is placed second in the championship (and this time without penalties for other teams), but they also must take the next season into account, because the cards could be mixed seriously due to the new regulations. And I really hope that next year we will be as fast as ferrari and McLaren, because when it depends on the drivers I know it's possible to become world champion agian, we'v' been waiting for this since 1983!,So good luck to the entire team for the next weekend, I know i'll be watching it,and hoping for a second victory",#2,,"Nov 12, 1979
										
											(Age: 43)","Hamme, Belgium",NA,Engineer,434,231,"Austin Mini 1989,BMW 318d touring,Mercedes C200 CDI (company car not chosen by me!!!),BMW 320d,Peugeot 306,Peugeot 205,BMW M3",Cars,NA
Motorsports,F1 drivers about to strike over outrageous license fees?,post-309414,"Jun 20, 2008",castagna,"That may be expensive for the ""monkeys"" (as LEW1S call them) that pay for driving the slowest cars, but for someone who spends 400,000€ in a license plate? That's nothing.",#9,,NA,NA,NA,NA,219,77,,,NA
Motorsports,2008 Bahrain GP,post-288956,"Mar 29, 2008",racanada04,"any one has an idea of what Bahrain looks like, is it safe and nice ?",#9,,NA,NA,NA,NA,30,3,,,NA
Motorsports,Nascar Crash Texas Qualifying April 4 2008 Michael McDowell,post-290804,"Apr 6, 2008",bmwrules,The fact that this guy walked away with just bruises shows how many safety improvements NASCAR has made in the past 7 years.  It was that exact same kind of impact into the wall at similar speeds that killed Dale Earnhardt Sr in the 2001 Daytona 500.  Not to mention that this guy did a bunch of flips that Dale Earnhardt Sr. didn't do.,#3,,"Oct 2, 1969
										
											(Age: 53)","High Point, NC, USA",NA,NA,449,153,,Gone but not forgotten: 2001 Titanium Silver 330i - 2004 Orient Blue 545i - 2006 Titanium Silver 330i Currently own: 2007 Montego Blue 335 Coupe,NA
Motorsports,Drive the Ferrari F1 car.... in GT5 Prologue!,post-285763,"Mar 14, 2008",Rengoku,"Sorry if I'm too excited, but this news just blew my mind.",#1,,"Mar 21, 1984
										
											(Age: 39)","Toronto, Canada",NA,NA,65,61,,,NA
Motorsports,2008 Bahrain GP,post-290727,"Apr 6, 2008",rev,"Kudos to Ferrari and BMW!,Both teams did a great job.",#55,,,Greece,NA,NA,"1,043",481,,no signature required,NA
Motorsports,"BARCELONA, Spain - Lewis Hamilton endured racist taunts from spectators at Formula On",post-274406,"Feb 5, 2008",Choleric,"For some reason, this makes me laugh.",#18,post: 273942,,Great Plains,NA,NA,"3,764","1,770","A4,Audi 90 S,S8",,NA
Motorsports,2007 Bmw F1.07,post-139572,"Jan 16, 2007",C.Charles,"Not bad looking, but not amazing. Thanks for posting.",#6,,"Dec 29, 1989
										
											(Age: 33)","NSW, Australia.",NA,farm labour and school.,329,35,,"Formula 1 is the pinnicle.,Karting.,Charles RooLander!",NA
Motorsports,Ferrari baulk at budget cap plan,post-267388,"Jan 13, 2008",vabboud,"unrestrict everything but strictly and very strictly enforce a budget cap of any amount, and that would be interesting",#4,,"Oct 14, 1987
										
											(Age: 35)",NA,NA,NA,945,231,,,NA
Motorsports,Lewis Hamilton busted for speeding in France.,post-265051,"Jan 4, 2008",Bruce,"Wow, he could have killed somebody! Does he think he's an F1 driver or something?",#4,,September 9,NA,NA,NA,"11,609","5,020","Pagani Zonda F, Porsche Carrera GT, Honda NSX, Lotus Esprit V8 Turbo, Nissan GT-R, Porsche 993 Turbo",--- Find the conspiracy in everything,NA
Motorsports,2007 Bmw F1.07,post-139911,"Jan 16, 2007",Lateralus,Check out the overalls (hint->BMW logo)... Someone messed up big time.,#24,post: 139897,"Mar 11, 1981
										
											(Age: 42)",NA,NA,NA,13,13,,,NA
Motorsports,DTM final race @ Hockenheimring! (Fitty Six Kays chillax),post-241303,"Oct 15, 2007",Alok,"I got a surprise invite to go to DTM on sunday. Due to some late reservation, we got a seat at Tribune C, with a fence around. I was right on the outside of a hairpin called the Sachs Kurve.,Turning Focal Planes, bring it on!",#1,,,"Bruchsal, Deutschland",NA,NA,111,151,,,NA
Motorsports,Mercedes C 63 AMG Pacecar for DTM,post-242237,"Oct 18, 2007",Merc1,"Yep, exactly but with an even more hardcore look.  The hp should be around 525hp then too.  Going to be something.,M",#19,post: 239612,,"Frisco, TX, USA",Male,NA,"37,011","32,729","2013 BMW 650i,2010 Lexus IS250,1999 MB S500,1987 Nissan Maxima, 1993 Ford Probe GT, 1997 Mitsubishi Spyder GST, 2003 CLK430 Cabriolet.","Automobiles/Music,Garage: 2013 650i Coupe w/M-Packet, 2010 Lexus IS250 AWD, 1999 Mercedes-Benz S500.",Premium Supporter
Motorsports,Mercedes C 63 AMG Pacecar for DTM,post-239688,"Oct 9, 2007",Alx,"Very wicked ride!!!!,Looks great!!!",#11,,"Apr 8, 1977
										
											(Age: 46)","Poconos, PA",NA,-Making Power Moves-,"6,306","1,064","2005 Aston Martin DB9,2003 MB CL55 AMG Kleemann STG1,2001 Audi S4 6-Spd MTM,2001 Chevy Corvette Triple Black,2001 Suzuki,Already Got It!!! LOL :)","I ♣ SEALS,Love All Things Exotic, From Cars To Women!,---> The Road to Hell is Paved With Good Intentions....",NA
Motorsports,"'Ring visit, the third installment",post-215018,"Aug 3, 2007",NTT,Thanks for such a wonderful collection of pictures.,#7,,,UK,Male,NA,394,252,"2019 AMG  C63S Coupe  VW Polo, BMW 2 series,GLA 250 4Matic, W204 C280, 2017 C63 Coupe.,AMG GT-R",,NA
Motorsports,Caption This (Alonso & Webber),post-215659,"Aug 5, 2007",AhlgrenGraphics,"[image no longer available],""And there I was, naked with a nosecone up my a$$"",""Ye, know what you mean.""",#18,,NA,NA,NA,NA,15,1,,,NA
Motorsports,2011 F1 proposals,post-202556,"Jun 28, 2007",Porsche Guy,"I usually refrain from posting but I feel the need to step in here. What the FIA is proposing is better than what is currently going on in F1.,First off, downforce and drag are directly proportional as drag is a byproduct of downforce. A steeper wing gives more drag and more downfoce. You can't get rid of drag and increase downfoce. It just doesn't work that way. F1 is all about compromise. Do you create extra drag for the sake of downforce or do  you lose grip for better straight line speed? While I like the extremes teams go to create intricate areo packages, they don't give the spectator a close race and since I'm not racing the car, why should I care about this? I want to be entertained which means I want close racing. What is fun about watching one car stay in the lead the entire race? F1 technology is cool but it has increasingly led to insanely delicate cars in terms of optimum performance. Look at Indy, Alonso couldn't pass Hamilton because he would lose too much grip/downforce while following close enough to pass. When F1 changes the rules in the future, don't think that all of the insane technology we see today is going to disappear. It's going to still be there. It may be focused in other areas than areo packages, but F1 has always been about pushing technology to the limit and it will continue to do so regardless of the rules. Bottom line, F1 in its present form is not a competitive sport. There is one or two teams who dominate the entire season. I want closer racing. I want everyone on the grid to have a chance of winning the race or getting pole position. That just doesn't happen today.,F1 cars are always at the limit of acceptable weight. More costs? F1 is expensive no matter what. AWD could lead to faster cars as they would be able to put down more power sooner coming out of turns. Four wheels break traction less than two. Spec-ing will lead to closer racing.",#8,post: 202084,NA,NA,NA,NA,"1,361","1,023",,,NA
Motorsports,Ferrari: We're no match for McLaren,post-195580,"Jun 10, 2007",far2000,"Montreal - Ferrari go into Sunday's Canadian Grand Prix hoping for the best but fearing the worst after what team boss Jean Todt called their poorest qualifying performance of the season so far.,Finland's Kimi Raikkonen will start fourth on the grid with Brazilian team-mate Felipe Massa one place behind after championship leaders McLaren secured the top two slots on Saturday.,""This was a very disappointing qualifying session for us, the worst of the season as we were no match for our main rivals,"" said Todt.,""Of course, the points only get given out in the race and tomorrow the key factors will be the usual ones - strategy, reliability, performance and team work, but the overall picture after today is not a favourable one and I hope that changes for the race,"" he added.,Already five points behind McLaren's joint leaders, double champion Fernando Alonso and Lewis Hamilton, Massa tried to keep his hopes up.,""For sure it was not a fantastic qualifying from us,"" said Massa. ""Hopefully we can change some things for tomorrow and hopefully we can have a better result tomorrow in the race, definitely today McLaren was quicker than us.,""We will see the strategy they have and we will try and have a good strategy for tomorrow as well,"" added the Brazilian, winner of two races this season but still five points off the lead.,Raikkonen, in his first season with Ferrari after joining from McLaren as Michael Schumacher's replacement, is 15 points behind his former squad's current duo. He highlighted the different conditions between qualifying and racing.,""Of course I would have preferred to have been further forward on the starting grid but we know we have a competitive car when running at race pace,"" he said. ""As far as today's result is concerned there is always the unknown factor concerning the fuel levels (in qualifying),"" added the Finn.",#1,,,"cape town, south africa",Male,IT Tech,"1,611","1,201","2012 bmw 320i e90,Fiat Uno 1.1,Toyota Tazz 1.3,Toyota Corolla 1.4i,mazda 6 2.3 A dynamic,Astra GTC 1.8,Kia cerato Koup,ANY AMG!!!!",MERCEDES BENZ AMG//: UNRIVALLED PASSION,NA
