section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Motorsports,2011 Monaco GP,post-519395,"Jun 1, 2011",Beemer B773ER,"I think he should work on his qualifying and race strategy..... that way he doesn't have to make aggressive moves to pass other drivers.... you know, kinda like Vettel. Start out front, stay up front.... no need to make an aggressive pass because there's no one to pass.",#39,,"Mar 31, 1986
										
											(Age: 37)","San Jose, California (Aussie expat)",Male,NA,"6,524","6,705","2017 Mazda CX-9,2022 Kia Carnival,1992 Toyota Corolla Hatch,2008 BMW 328i Coupe,2015 Mazda CX-5","NASCAR, Motorsports, Aviation, Photography, Travel,“The important thing in life is not to triumph, but to compete”",NA
Motorsports,"2011 Impreza WRX STI Laps the Nurburgring in 7:55.0 , Faster than Panamera & CTS-V",post-466119,"Jun 10, 2010",Mr Robert,Good going! Let's hope the production version goes just as well and that this is not just a re-run of the Mitsubishi Evo IX debacle.,#17,,,Sweden,Male,Lawyer,"10,963","4,339","2010 BMW E91 320d,2012 Mercedes 220d C-class,2010 320d M,2002 320i M-Sport,2009 MINI Cooper S,1989 Mazda 323 1,6 DL,1987 VW Polo 1,6 CL",Edmunds - Insideline  We love a giant killer because it makes great headlines and there's always pressure to deliver an upset.  And I'm CURIOUS,NA
Motorsports,"2011 Impreza WRX STI Laps the Nurburgring in 7:55.0 , Faster than Panamera & CTS-V",post-465987,"Jun 9, 2010",Padi,A Finnish driver can even make a Lada go faster than a Porsche,#12,,June 23,"Helsinki, Finland",Male,NA,"1,061",652,e61 and F10 M5,"Cars, tennis, gym, running, skiing and FR/DH mountain biking",NA
Motorsports,"2011 Impreza WRX STI Laps the Nurburgring in 7:55.0 , Faster than Panamera & CTS-V",post-465915,"Jun 9, 2010",Sayyaaf,Car is modded.,#4,,"Aug 30, 1982
										
											(Age: 40)",UAE,Male,Director,"5,259","3,920","991.2 Gt3,991 GTS,Panamera 4S,BMW X6 35i,BMW E66 750Li,BMW M5 F10,Cayman S 981,Classic Porsches",,NA
Motorsports,"2011 Impreza WRX STI Laps the Nurburgring in 7:55.0 , Faster than Panamera & CTS-V",post-465940,"Jun 9, 2010",DeDe,"I know he's a rally-legend...but man, that mis-shift...",#6,,NA,NA,Male,NA,"9,558","20,798","1994 Mercedes C200, 2002 Renault Clio 1.2 16V,2020 Porsche 992 Turbo S","""Insane. Absolutely, brilliantly insane."" - Steve Sutcliffe on the 720S",NA
Motorsports,New points system set for 2010.,post-429696,"Dec 11, 2009",Imhotep Evil,"True, the gap from 3rd to 4th is increased.,25-20-15 is the same as 10-8-6 .,2.5x10 - 2.5x8 - 2.5x6",#8,post: 429685,"Jul 7, 1983
										
											(Age: 39)",NA,NA,NA,"4,993",513,,cars. IT. Champions League,NA
Motorsports,Racing in Super Slow Motion Compilation,post-430202,"Dec 13, 2009",ree,Great video compilation!! Thanks for posting…,#2,,NA,NA,NA,NA,"11,139","11,209","VW Golf V Variant TDI Bluemotion Sportline,Range Rover TDV8, Bentley Azure T, Bentley Mulsanne, Aston Martin DBS Volante","""Nothing will make a driver more faithful to a car, than a car that is faithful to its driver.""",NA
Motorsports,Renault to decide on its future in F1,post-430752,"Dec 15, 2009",Sunny,I hope it is prodrive. They know a thing or two about racing.,#13,,,SF,Male,Software Engineer,"12,421","15,725","2016 GT4,2011 997.2 GT3,1999 E36 M3,2000 Subaru Legacy GT,1984 VW Rabbit,1999 VW Jetta,McLaren F1 LM, GT3 RS 4.0",,Premium Supporter
Motorsports,Renault to decide on its future in F1,post-429580,"Dec 10, 2009",chonkoa,"BBC had just reported that the Renault Team will be on the grid next year.,The company had considered its future in F1, but sources say its team will continue under new owners with Renault keeping a minority 25% shareholding.,The team are set to be notified at their headquarters on Friday, with an official announcement likely next week.,It has also been agreed that the team will race as Renault in 2010.,The two front-runners in the battle to take over the team were Luxembourg businessman Gerard Lopez, and David Richards, the boss of the British motor racing engineering firm Prodrive and former team principal of Benetton and BAR in F1.",#8,,,Houston & Calgary,NA,Engineer,"3,941","2,267","X5 4.8i/X6 50i,Chevy Sliverado,2004 Honda Accord, 2005 Toyota RAV4, 2006 330i,2010 Chevy Silverado,BMW CS(I am waiting BMW)","Golf, Car racing,Football: Arsenal FC fan",NA
Motorsports,ALMS: Audi to join Peugeot in Petit Le Mans,post-405772,"Aug 25, 2009",Mockenrue,Good news:,#1,,,"London, UK",NA,Analyst/Programmer,338,247,Audi R8,"Cars, music, high end audio",NA
Motorsports,2009 European GP,post-405501,"Aug 23, 2009",modena_360stradale,"Badoer did say that he was going to use this race as a test.  So I get the feeling Ferrari used it as an extended test session where Badoer could focus on the car and what needed to be improved, not on racing against the people around him.",#18,post: 405464,NA,NA,NA,NA,867,"1,147",,"CL600, SL55, CLS55, G55, Maybach, Murcielago, SLR and an F40",NA
Motorsports,Chevy Camaro SS Indy 500 Pace Car,post-387550,"Jun 3, 2009",CarGuy,,#1,,,"Edmonton, Canada",NA,NA,"2,630","1,345",,"You're familiar with the phrase ""man's reach exceeds his grasp""? It's a lie, man's grasp exceeds his nerve.",NA
Motorsports,New American F1 Team set to Join the Grid in 2010,post-367759,"Feb 25, 2009",saler13,"Until US drivers are carting fanatics by 8 years old, glued to the TV watching F1 races at 8 am and embrace technology in racing there will not be another US F1 point scorer.,Want to see the future of F1 ?,Keep your eyes on Sebastien Vettel !!!",#9,,,"Thunder Bay, Ontario",NA,Sales Consultant,8,12,SLR Stirling Moss,"17 years working with Mercedes-Benz,F1 Racing, football, sailing, swimming, biking",NA
Motorsports,Ben Sulayem elected Vice President,post-349309,"Dec 2, 2008",Tarek,^Artist are u related to that family? first time to know man,#6,,,Cairo.,NA,Dentist,"9,862","2,291",Italian.,,NA
Motorsports,Analysis - top teams pass notes to improve overtaking,post-335880,"Oct 6, 2008",Family Guy,"The 2009 Formula One season could see a lot more passing manoeuvres thanks to a unique collaboration between three of the sport’s leading teams. Backed by the FIA, top design engineers from Ferrari, McLaren and Renault worked together to help frame changes to the aerodynamic regulations that should make overtaking far less of a rarity.,Under current regulations, a driver typically needs to be as much as two seconds a lap faster than the car in front to have a realistic chance of passing. That should be cut to around a second next year thanks to a host of bodywork changes, including wider front wings that can be adjusted by the driver from the cockpit - a Formula One first.,Instigated by the FIA at the beginning of 2007, the Overtaking Working Group (OWG) - comprising Ferrari’s Rory Byrne, McLaren’s Paddy Lowe and Renault’s Pat Symonds - used McLaren’s advanced Formula One simulator to evaluate overtaking at Turn 1 of the old Barcelona circuit. Having established the existing ‘two seconds per lap’ requirement, they set about cutting that in half through aerodynamic changes.,They quickly learned that previous FIA proposals aimed at increasing overtaking, in particular the planned Centreline Downwash Generating (CDG) rear wing, had some major flaws. Utilising a conventional wind tunnel rather than computer-based Computational Fluid Dynamics, they instead came up with a series of new measures which should guarantee the desired effect.,The most obvious changes to the cars will be a taller and narrower rear wing, a shorter rear diffuser, and the loss of bodywork appendages such as deflectors, winglets and chimneys. Perhaps the most interesting revision, however, is to the front wing, which will become much wider. It will also be Formula One racing’s first (legal) moveable aerodynamic device, with the driver able to fine tune its settings from the cockpit.,“The flap will be controlled and monitored by the standard ECU,” explains OWG member Paddy Lowe. “The software in this unit is FIA-controlled, so it will only allow two adjustments per lap. The number of settings available to the driver will be up to the team, but the maximum flap angle range is +/- 3 degrees (i.e. 6 degrees total), so probably a team might provide one-degree steps.”,Having achieved their target of the ‘one second per lap’ requirement, it remains to be seen how the OWG’s measures will perform during an actual Grand Prix. Have they got the balance right? After all, many will rightly argue that overtaking in Formula One - the world’s premier motorsport series -,be difficult.,“In my view the reduction from two seconds to one is a very big and important step,” says Lowe. “We may indeed find that this is sufficient. Clearly a zero second per lap differential is nonsensical, so it is not as though we only made half the necessary progress! I also do not believe we want to make overtaking trivial if your car is at all faster - i.e. if we reduced that same number to 0.2sec/lap, say, then it would almost guarantee that any faster car could overtake any slower car without delay - a really quite boring prospect.”,It’s clear the changes should make for even more exciting racing, but that doesn’t mean they will make life any easier for the drivers. They already have a myriad of controls to deal with from the cockpit and next year will see the addition of not only adjustable wings but also KERS, the Kinetic Energy Recovery System (which could also boost overtaking).,As Lowe succinctly puts it, “Switch 'real estate' on the steering wheel is becoming as difficult to find as it is in the cockpit of a 747!”",#1,,,"Melbourne, Australia",NA,NA,177,20,Audi R8 V12 TDI,,NA
Motorsports,"Petit LeMans-Road Atlanta-Oct 3-4,2008 Vids and Pic's",post-336233,"Oct 7, 2008",Palbay,"Hey guys I attended the Petit LeMans in Atlanta this past weekend.The ALMS is a great Series.The Peugeot 908 was there....only the second time it has raced in the States.The vids are mainly for the audio.You can hear the roar of the bigger displacement V8's and the higher revving smaller V8's scream.Pages 1-3 are me walking through the Paddock Friday night after practice.Pages 4-12 are during the race on Sat.Checkout Page 11,the start of the night shots.Got a few pic's of red hot brake rotors and blue exhaust flames! Pages 13-16 are after the race and walking through the Paddock Sat night.Got some good pic's of the winning Corvette and drivers on the last couple of pages.The easiest way to navigate the Gallery is to use the down arrow on the left side and preview the thumbnails.Enjoy! Thanks! PalBay",#1,,,"Greenville,SC",NA,Real Estate Development,606,"1,450","2007 BMW X3,Cadillac SRX/Infiniti G35x/,Audi A4 Avant,BMW X6",,NA
Motorsports,2008 German Grand Prix,post-316154,"Jul 14, 2008",BMW///MPower,"I sure hope that Nick and Robert will eb able to mix themselves in the debates for a podium finish. It's the teams home GP so I really hope they will give a splendid performance.,For BMW Sauber it is a very difficult time now IMO. Must be really hard to decide where to put the resources. We have a chance of winning a world championship but only if the others keep messing things up like they are doing for the entire season. It is thanks to the really great and consistent performances of the drivers in every race that the team is placed second in the championship (and this time without penalties for other teams), but they also must take the next season into account, because the cards could be mixed seriously due to the new regulations. And I really hope that next year we will be as fast as ferrari and McLaren, because when it depends on the drivers I know it's possible to become world champion agian, we'v' been waiting for this since 1983!,So good luck to the entire team for the next weekend, I know i'll be watching it,and hoping for a second victory",#2,,"Nov 12, 1979
										
											(Age: 43)","Hamme, Belgium",NA,Engineer,434,231,"Austin Mini 1989,BMW 318d touring,Mercedes C200 CDI (company car not chosen by me!!!),BMW 320d,Peugeot 306,Peugeot 205,BMW M3",Cars,NA
Motorsports,F1 drivers about to strike over outrageous license fees?,post-309414,"Jun 20, 2008",castagna,"That may be expensive for the ""monkeys"" (as LEW1S call them) that pay for driving the slowest cars, but for someone who spends 400,000€ in a license plate? That's nothing.",#9,,NA,NA,NA,NA,219,77,,,NA
Motorsports,2008 German Grand Prix,post-317883,"Jul 20, 2008",justanthony,"True, but without that we wouldn't have had the spectacle we witnessed. What a f&%$ing race and drive from Lewis. He drove like his balls were on fire,ALSO, dry conditions with minimal drama and the Mercs seemed to just blow the Ferraris away. What a turnaround.",#33,post: 317843,NA,NA,NA,NA,929,317,,,NA
Motorsports,Nascar Crash Texas Qualifying April 4 2008 Michael McDowell,post-290804,"Apr 6, 2008",bmwrules,The fact that this guy walked away with just bruises shows how many safety improvements NASCAR has made in the past 7 years.  It was that exact same kind of impact into the wall at similar speeds that killed Dale Earnhardt Sr in the 2001 Daytona 500.  Not to mention that this guy did a bunch of flips that Dale Earnhardt Sr. didn't do.,#3,,"Oct 2, 1969
										
											(Age: 53)","High Point, NC, USA",NA,NA,449,153,,Gone but not forgotten: 2001 Titanium Silver 330i - 2004 Orient Blue 545i - 2006 Titanium Silver 330i Currently own: 2007 Montego Blue 335 Coupe,NA
Motorsports,Nascar Crash Texas Qualifying April 4 2008 Michael McDowell,post-290731,"Apr 6, 2008",VroomVroom,"Lucky guy and what a crash,and aren't those commentator's just the most annoying people in the world,Lol.",#2,,"Jun 10, 1993
										
											(Age: 29)",England,NA,NA,"5,465","1,853","Seat Arosa,Nissan Skyline,Mitsubishi FTO gpx,Audi A6 1.8t quattro,Lamborghini Lp640","Girls,Audi's,Cars,Audi - Always Leads, Never Follows.",NA
Motorsports,Porsche 962 Le Mans by Dauer Picture Thread,post-273843,"Feb 3, 2008",drronh,"Even if you had the money, you would have to find one for sale.",#3,,,"Naples, Florida",NA,NA,500,158,"RS4 Cab, 997GT3 RS, C6Z06, 3500 Ram dually, 996GT3, Viper GTS, 993TT, turbo 3.6, 9000 aero, 930, 916, 914-6 GT,ML500, Gallardo, 996C4S, allroad, Cooper S, C5Z06, Passat GLX, 500SEL...","Current: RS4 Cab, 997GT3 RS, C6Z06, 3500 Ram dually, 996GT3, Viper GTS, 993TT, turbo 3.6, 9000 aero, 930, 916, 914-6 GT,Gone: ML500, Gallardo, 996C4S, allroad, Cooper S, C5Z06, Passat GLX, 500SEL...",NA
Motorsports,DTM final race @ Hockenheimring! (Fitty Six Kays chillax),post-241303,"Oct 15, 2007",Alok,"I got a surprise invite to go to DTM on sunday. Due to some late reservation, we got a seat at Tribune C, with a fence around. I was right on the outside of a hairpin called the Sachs Kurve.,Turning Focal Planes, bring it on!",#1,,,"Bruchsal, Deutschland",NA,NA,111,151,,,NA
Motorsports,Jackie Stewart calls on Mosley to quit,post-241905,"Oct 16, 2007",RikfromBelgium,"all due respect, but jackie stewart should just shut up",#5,,"Jul 14, 1984
										
											(Age: 38)",NA,NA,NA,"1,763",796,,FREUDE,NA
Motorsports,Mercedes C 63 AMG Pacecar for DTM,post-239688,"Oct 9, 2007",Alx,"Very wicked ride!!!!,Looks great!!!",#11,,"Apr 8, 1977
										
											(Age: 46)","Poconos, PA",NA,-Making Power Moves-,"6,306","1,064","2005 Aston Martin DB9,2003 MB CL55 AMG Kleemann STG1,2001 Audi S4 6-Spd MTM,2001 Chevy Corvette Triple Black,2001 Suzuki,Already Got It!!! LOL :)","I ♣ SEALS,Love All Things Exotic, From Cars To Women!,---> The Road to Hell is Paved With Good Intentions....",NA
Motorsports,"'Ring visit, the third installment",post-215018,"Aug 3, 2007",NTT,Thanks for such a wonderful collection of pictures.,#7,,,UK,Male,NA,394,252,"2019 AMG  C63S Coupe  VW Polo, BMW 2 series,GLA 250 4Matic, W204 C280, 2017 C63 Coupe.,AMG GT-R",,NA
Motorsports,"'Ring visit, the third installment",post-214976,"Aug 2, 2007",audi_rudy,"you may not think that these photos are up to your standards but i find them amazing.,Sounds like you had fun in the porsche and everything.  There really are some amazing cars at the ring i hope to someday make it there",#6,,"Nov 9, 1991
										
											(Age: 31)","Rhode island, USA",NA,high school,"1,674",307,,"cars, sports, school, speed skating",NA
Motorsports,Did Alonso flirt with BMW switch?,post-220734,"Aug 22, 2007",ateekt,"I second you buddy,...!",#6,post: 220675,March 31,NOVA - USA,Male,NA,"4,479","2,166",,///M-Power... Mean Power!,NA
Motorsports,2011 F1 proposals,post-202556,"Jun 28, 2007",Porsche Guy,"I usually refrain from posting but I feel the need to step in here. What the FIA is proposing is better than what is currently going on in F1.,First off, downforce and drag are directly proportional as drag is a byproduct of downforce. A steeper wing gives more drag and more downfoce. You can't get rid of drag and increase downfoce. It just doesn't work that way. F1 is all about compromise. Do you create extra drag for the sake of downforce or do  you lose grip for better straight line speed? While I like the extremes teams go to create intricate areo packages, they don't give the spectator a close race and since I'm not racing the car, why should I care about this? I want to be entertained which means I want close racing. What is fun about watching one car stay in the lead the entire race? F1 technology is cool but it has increasingly led to insanely delicate cars in terms of optimum performance. Look at Indy, Alonso couldn't pass Hamilton because he would lose too much grip/downforce while following close enough to pass. When F1 changes the rules in the future, don't think that all of the insane technology we see today is going to disappear. It's going to still be there. It may be focused in other areas than areo packages, but F1 has always been about pushing technology to the limit and it will continue to do so regardless of the rules. Bottom line, F1 in its present form is not a competitive sport. There is one or two teams who dominate the entire season. I want closer racing. I want everyone on the grid to have a chance of winning the race or getting pole position. That just doesn't happen today.,F1 cars are always at the limit of acceptable weight. More costs? F1 is expensive no matter what. AWD could lead to faster cars as they would be able to put down more power sooner coming out of turns. Four wheels break traction less than two. Spec-ing will lead to closer racing.",#8,post: 202084,NA,NA,NA,NA,"1,360","1,021",,,NA
Motorsports,Formula 1,post-192387,"May 31, 2007",Nikos120i,"I am a huge Formula 1 fan, I have been to 5 Grand Prix...and a formula one topic is something that is missing from this forum.,Although I am about to receive my first BMW (if all goes well) by the end of August, I am a huge Ferrari fan. BMW is my next favorite team after Ferrari.,I suggest we discuss here about Formula One 2007 Season and onwards.",#1,,,"Athens, Greece",NA,NA,597,269,"Previously: BMW 120i 3dr (170hp),Now: BMW 320si",Nikos - 320si Le Mans Blue Kart CRG/Maxter 2011,NA
Motorsports,Villeneuve criticises Hamilton starts,post-194896,"Jun 7, 2007",vabboud,"not that i am a crazed hamilton fan, but seems every washed up F1 driver wants to bask 15 minutes in the light by criticizing or parising him,grow up children, stewie is way more mature than you, and he's a 1 year old in a dysfunctional TV family!",#2,,"Oct 14, 1987
										
											(Age: 35)",NA,NA,NA,945,231,,,NA
Motorsports,$391m F1 scandal,post-188309,"May 21, 2007",888,he will probably get death penalty for that,#3,,NA,NA,NA,NA,539,218,,"""For our purposes, promptness is far behind thoroughness."" - Chester Rush",NA
Motorsports,Kimi quick again as rain hits Spain,post-182661,"May 2, 2007",kere,"haha,Kimi seems to be really pleased with the improvements they made during these two days. I expect him to be in the front row in the next qualifying, and the next, and the next...",#3,,,Finland,NA,NA,36,3,,,NA
Motorsports,BMW's F1.07 to Drive Nordschleife,post-181699,"Apr 29, 2007",Matt,How do you pull an 8.34 time in an F1 car going at those speeds??? THat doesnt make sence.,#24,,,"Los Angeles, California",NA,Student,"3,136",195,,"Im a college student.,Cars, dirt biking, waterskiing ect.",NA
Motorsports,Profile: Sterling Moss (Mercedes Enthusiast),post-161545,"Mar 8, 2007",Habitual Speeder,"I don't have time to read this, now, but I'll get to it later, for sure.",#3,,,"Ottawa, Canada",NA,NA,"1,396",319,"Own: 2005 Honda Civic SE,Drive: Whatever I decide to take off the lot","""Why is one driver faster than another? He's got more confidence. Sometimes, he gets it by over-riding certain fears & getting away with it. That lures you on."" - Mario Andretti",NA
Motorsports,F1 engines under the new rules: BMW P86,post-34252,"Jan 17, 2006",Carbon,"I hate all these new regulations, they aren't in the spirit of F1.  Let it just be the pinnacle of open-wheel racing that it's supposed to be.  IMO these are too many restrictions and almost as much money is spent trying to find tenths and hundredths of a second improvement under the regulations than if they let them go wild.",#5,,,"Los Angeles, CA",NA,Student,805,9,,,NA
Motorsports,Valentino Rossi Testing Mercedes Benz DTM car,post-146501,"Feb 2, 2007",PC Valkyrie,Your title is all wrong.  That car is not a CLK DTM AMG road car.  It is a 2006 C-class DTM race car that competes in the German Touring Car series (called DTM).,#2,,,Canada,NA,husband and dad and MD,"1,093",973,German cars,"home audio/video and car fan,2005 C55 AMG (aka ""The Beast"").....2008 135i M Sport (aka ""The One""),2014 911 GT3 (aka ""The Flash"").....2017 AMG GLE43 (aka ""The Glee"")",NA
Motorsports,Alonso on top with McLaren Mercedes,post-146596,"Feb 2, 2007",Cashmere,"You look like you need emotional support.... come on just give credit where its due! Lets not be biased,BTW, BMW sux sooo bad in F1, its actually embarassing.",#13,post: 145787,NA,NA,NA,NA,"7,585","9,091",,“The only constant in life is change” - Heraclitus,NA
Motorsports,Question: Why isn't F1 popular in the States ?!,post-110789,"Nov 6, 2006",donau,"I think the reasons mentioned so far are all true and part of the explanation.,Another little detail that helps Nascar's popularity here is that the drivers for the most part come across as great guys. When they are interviewed on TV after the race or at any other time, these guys know how to put a face and a character across that is really appealing. Whether it's all sincere or just put on for the media is beside the point, it works. Many look upon them as role models because of their characters. When The Man in the black number 3 car (Dale Earnhardt) got killed a few years ago and the funeral was held in Charlotte, at least in this area it was like Elvis had died.,When I think of the few Formula 1 drivers like Mika Hakkinen and Kimi Raikkonen, both of whom I had great hopes for both for the track and for being individuals that would positively promote the sport, what comes to mind first is Mika's condescending attitude towards some of his fellow drivers like David Coulthardt and Michael Schumacher(don't care to remember the details) and Kimi's latest one liner that made headlines. Of course Kimi and Mika aren't the only ones who did not know how to put on a face that sells, I have heard others here in the US say the same thing about the F1 drivers not being all that likeable compared to their Nascar counterparts.",#8,,"Apr 29, 1954
										
											(Age: 69)",NC USA/SW Finland,Male,NA,"1,425",129,"2013 BMW 550i,1972 Chevy Firenza,1975 Valiant VIP,1960 Ford Anglia,1975 Alfasud,1980 VW Golf,1986 Buick Century,1989 Buick Century,1988 Nissan Sentra,2001 MB E320,2003 MB E320,1989 Porsche 930,1992 GMC vanDura 2500","Automotive History,1989 Porsche 930 - M48 - G64/51",NA
Motorsports,Best drift car!,post-102009,"Oct 15, 2006",dyna-niet,"maybe a z4 m coupe or if you had the money, i would buy a mb clk dtm",#7,,"Feb 7, 1985
										
											(Age: 38)",Netherlands,NA,NA,380,136,,///M SiMplY THe BesT,NA
Motorsports,Question: Why isn't F1 popular in the States ?!,post-112240,"Nov 10, 2006",SDNR,You are correct Osna ... but Rugby is also a big game in South Africa and France ...and to a lesser degree in Italy.,#21,,NA,NA,Male,NA,"10,207","4,192",,,NA
Motorsports,Hockenheim Supercarday,post-104537,"Oct 21, 2006",GR8 WHITE,"Did I miss a POST where this day was publicized?  ***?,We need to work on communication.....Last posts like ""DONT FORGET"".....Blah Blah Blah....I live 40 minutes from HochenheimRing and I would have been there if it was open to public.....Jeees....what a waste of my life.  Sleeping in on a supercar event of the year.....,Now, let me get back to Gilligan's Island.",#8,,,"Mainz, Germany",NA,NA,16,2,,,NA
Motorsports,Audi vs. Dyson and the ALMS rules makers,post-87554,"Aug 20, 2006",Snake Vargas,"Yeah, the timing probably isn't the best, but I can understand that they need to make changes.  Maybe if Audi was given some explicit acknowledgement of their superiority (instead of what now seems just a tacit/implied acknowledgement) then they could all continue to race a competitive series.,From what I know, ALMS isn't a big-budget, big-following series like F1 that could sustain some lack of competition for a little while.  The following is so much smaller that things need to be addressed quickly, like Gene and Drronh have said.,It's also difficult for the privateers to get the budget needed to develop diesel engines with such a small lead time, and be effective.",#7,,"Mar 6, 1980
										
											(Age: 43)","Sydney, NSW, Australia",NA,NA,"1,251",20,,Mainly cars and computers,NA
Motorsports,Crazy rumor:BMW lines up $1bn payday for Schumacher,post-88567,"Aug 25, 2006",mc_blue,Just like Senna would be considered a 'cheat' if he was still alive?  Please advise.,#27,,"Jun 6, 1987
										
											(Age: 35)",NA,NA,NA,529,86,,,NA
Motorsports,Sebastien Loeb!  F1 plans?,post-66980,"May 23, 2006",YoungWarrior,"^^ Valemntino Rossi.,Plus the ex audi UR quattro rally car drivers showed that it can be done.",#3,,"Jan 9, 1989
										
											(Age: 34)",NA,NA,NA,625,6,,"""Aerodynamics are for people who cannot build engines"" - Enzo Ferrari",NA
Motorsports,Zonda GR in FIA GT,post-57106,"Apr 15, 2006",Lemantech,the reason they didn't win was because it doesn't use mercedes engines......mercedes wouldn't let pagini have them...so I guess after that Pagini was pretty much screwed.,#10,,,London,Male,Doc,972,58,"None at the moment.,MK5 GTI,Singer 911",,NA
Motorsports,Zonda GR in FIA GT,post-56984,"Apr 14, 2006",beckhammania23,i expected more from the pagina,#5,,"Aug 29, 1977
										
											(Age: 45)",Netherlands,NA,NA,454,252,,,NA
Motorsports,FIA: Max Mosley to quit in 2009,post-45481,"Feb 27, 2006",yomomwhat,"er....how does he have his replacement lined up? its meant to be done by voting? lol, he should go now.....he just wants to screw F1 over then leave lol",#4,,"May 23, 1987
										
											(Age: 36)",NA,NA,NA,357,30,,,NA
Motorsports,Mercedes CLK 63 AMG Named Official 2006 F1 Safety Car,post-46067,"Mar 1, 2006",Kleemann_SL,"SH*T!!!,This is f*ckin amazing!!,Very well done!!",#14,,NA,NA,NA,NA,493,1,,,NA
