section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Ford / Lincoln,"VW Passat ""Affordable luxury"" commercial.",post-84368,"Aug 4, 2006",Osnabrueck,"The Passat, as shown in this commercial, is anything but cheap. VW's done some very clever and disarming ads in Germany, but I'm not feeling this one.",#3,,"Oct 24, 1977
										
											(Age: 45)",NA,NA,NA,"2,825",872,,What is it with Benzes and knocking things down? -Merc1,NA
Ford / Lincoln,Ford GT500 commercial!!! Very BOLD!,post-92212,"Sep 10, 2006",Matt,Great add. REally fun.,#6,,,"Los Angeles, California",NA,Student,"3,136",195,,"Im a college student.,Cars, dirt biking, waterskiing ect.",NA
Ford / Lincoln,Ford GT500 commercial!!! Very BOLD!,post-92198,"Sep 10, 2006",Nicholai_AMG,"loool overtaking a cGT is a bit too much!,cool ad!,thanks for sharing!",#4,,NA,NA,NA,NA,260,6,,,NA
Ford / Lincoln,Ford GT500 commercial!!! Very BOLD!,post-92193,"Sep 10, 2006",Imhotep Evil,"Please mention the Munstang name.,I fought, W**, another LeMans racer.",#3,,"Jul 7, 1983
										
											(Age: 39)",NA,NA,NA,"4,993",513,,cars. IT. Champions League,NA
Ford / Lincoln,Cervinis Ford Mustang Body Kit,post-8825,"Oct 26, 2005",Snake Vargas,"Ford has a Mustang ""GTR"" concept, too.  It's pretty much a racer though, for what it's worth.,Anyhow, this Cervinis kit looks like it's trying in some part to rehash the Ford Shelby Mustang GT500 as made famous by the Nicolas Cage version of ""Gone in 60 Seconds"".  The front bumper with the gap, the two fog lights in there, the side exhausts, the paint, the vent on the three quarter window of the cabin..  Shelby's gotta be annoyed.",#14,,"Mar 6, 1980
										
											(Age: 43)","Sydney, NSW, Australia",NA,NA,"1,251",20,,Mainly cars and computers,NA
Ford / Lincoln,Ford unveils mini-fleet of hybrid NY taxis,post-14752,"Nov 12, 2005",zetableh,"They say 36mpg in the article, but then we remember the type of driving these cars will do.  Since they have the Toyota hybrid system, these cars can be running full electric a lot of the time, boosting gas milage a lot more!",#3,,"May 25, 1986
										
											(Age: 37)",Connecticut/New York,NA,Student (Accounting Major),776,115,"2008 Subaru Impreza 2.5i,5-door, Newport Blue Pearl","I'm a college student.,Building model cars, performing a cappella music",NA
Ford / Lincoln,Cervinis Ford Mustang Body Kit,post-8483,"Oct 26, 2005",Carbon,Well they are coming out with that Shelby Cobra version at some point (unless it was canceled which I doubt).,#13,,,"Los Angeles, CA",NA,Student,805,9,,,NA
Ford / Lincoln,Tiff gives Clakson & Wilson a ride in a Ford Puma,post-33107,"Jan 12, 2006",klier,This is really old....,#5,,,"The Hague, The Netherlands",Male,NA,"33,232","23,360",,Weather is not the same as climate,Premium Supporter
Ford / Lincoln,Tiff gives Clakson & Wilson a ride in a Ford Puma,post-32834,"Jan 11, 2006",BMWDave,"He was.  BBC wanted to cancel the show when the ratings slumped, but they basically found out that the ratings decline was due to Jeremy's absence from the show.  Tiff and two others started a new show called 5th Gear, while Clarkson remained with BBC's Top Gear.",#3,,"Sep 1, 1988
										
											(Age: 34)",NA,NA,NA,86,2,,,NA
Ford / Lincoln,2006 Ford F250 Super Cheif Concept,post-32219,"Jan 10, 2006",audi_rudy,i like it alot for a ford the interior is off the hook though those seats dont look that confertable,#2,,"Nov 9, 1991
										
											(Age: 31)","Rhode island, USA",NA,high school,"1,674",307,,"cars, sports, school, speed skating",NA
Ford / Lincoln,Tiff gives Clakson & Wilson a ride in a Ford Puma,post-32831,"Jan 11, 2006",Tumbo,"Haha great movie.,Wasn't Tiff hosting the Top Gear show from the beginning, or am I wrong?",#2,,"Jan 9, 1981
										
											(Age: 42)",Doha,Male,"Athlete, Music video director, Coach","7,753","3,859","Audi Q5 3.2 Quattro -10,Audi A4 Turbo (300hp) -01,* Audi A3 1.8T 214hp -01,* Audi A3 1.8T - 00,Audi SQ5, R8, S8, RS4 B7, RS5, S5, TT-RS","Audi/MB/VW/Lambo fan,(lived in Sweden for 20 years, born in Poland,Audi Q5 3.2 Quattro -10 Audi A4 Turbo 300hp -01",NA
Ford / Lincoln,Cervinis Ford Mustang Body Kit,post-8408,"Oct 25, 2005",Beemer B773ER,"Really? You guys think it's that bad ?,Ofcourse I don't think it looks good or anything, ..but I wouldn't go as far as giving it a thumbs down. Sure it ain't pretty, but in my mind, it looks ok.,I think it would look better with maybe a 6-spoke wheel design to show it's solid-beefed up look, rather than wat it's wearing right now.,If it were a little toned-down, and maybe a better done rear spoiler, then this thing would actually look pretty nice.,I'd try and do a PS of it, ..but i'm pretty busy with exams coming up soon. grrr!!",#7,,"Mar 31, 1986
										
											(Age: 37)","San Jose, California (Aussie expat)",Male,NA,"6,524","6,705","2017 Mazda CX-9,2022 Kia Carnival,1992 Toyota Corolla Hatch,2008 BMW 328i Coupe,2015 Mazda CX-5","NASCAR, Motorsports, Aviation, Photography, Travel,“The important thing in life is not to triumph, but to compete”",NA
Ford / Lincoln,Cervinis Ford Mustang Body Kit,post-8307,"Oct 25, 2005",MoSs,[image no longer available],#1,,"Jun 11, 1986
										
											(Age: 36)","Bell California , USA",Male,student,"2,215",844,"2012 991 911 Carrera S,997.2 model,GT3",Audi S5 - Drives Like It Looks,NA
Ford / Lincoln,Cervinis Ford Mustang Body Kit,post-8320,"Oct 25, 2005",Centurion,"This might suit a drug dealer who want spaces to stash his drugs.,*thumb down*",#4,,,London,NA,NA,"32,744","20,441",,,NA
Ford / Lincoln,"Black Monday: Ford to cut 30,000 jobs & close plants",post-35834,"Jan 24, 2006",bmwrules,"I think the thread starter got mixed up somewhere.  Ford is indeed cutting 30,000 jobs and closing a bunch of plants.,GM announced their cuts back in November.",#4,,"Oct 2, 1969
										
											(Age: 53)","High Point, NC, USA",NA,NA,449,153,,Gone but not forgotten: 2001 Titanium Silver 330i - 2004 Orient Blue 545i - 2006 Titanium Silver 330i Currently own: 2007 Montego Blue 335 Coupe,NA
Ford / Lincoln,"Ford's ""Way Forward"" :Means no more Ford GT?!?!",post-38161,"Feb 4, 2006",Mr. M,This reminds me of the loss of Aibo in Sony's product line because of cost-cutting measures.,#8,,October 20,London/Singapore,NA,Student,"6,814","2,313","Subaru Impreza S204,Miata NA MX-5,VW Mk2 GTI 8v,MkV GTI,MR2 SW20 NA Rev3,Clio 200 Cup,Porsche 911 GT3 RS 4.0",,NA
Ford / Lincoln,2007 Lincoln Navigator!!!,post-40111,"Feb 10, 2006",mc_blue,Damn that is hideous - I really dislike all aspects of it.,#12,,"Jun 6, 1987
										
											(Age: 35)",NA,NA,NA,529,86,,,NA
Ford / Lincoln,Ford Mondeo 2007,post-42283,"Feb 16, 2006",Porsche Guy,Ford could sure use this car in America.,#2,,NA,NA,NA,NA,"1,360","1,021",,,NA
Ford / Lincoln,James Bond's new car is a Ford Mondeo.,post-46796,"Mar 3, 2006",NarutoRamen,"I don't think christian bale is going to drive any ford car in the next batman movie...I mean c'mon he drove a Murc Roadster why would he downgrade...unless he gets the GT roadster...then may be, that car deserves respect but you won't see Batman in a Focus anytime soon..LOL,And by the way..is it just me or does that mondeo's rear look like a cross between C-class and Is250?",#9,,"Mar 19, 1984
										
											(Age: 39)",California,NA,Broke ass college graduate,"11,015","2,531","E92 328i Coupe,My beloved E36 M3, and (B5) A4.,Pagani Zonda_F","Born in India, raised in the US,Cars, Money, chicks, anime and partying",NA
Ford / Lincoln,James Bond's new car is a Ford Mondeo.,post-46751,"Mar 3, 2006",bum-man,That over the DB9 anyday.,#3,,"Aug 6, 1985
										
											(Age: 37)",NA,NA,NA,"3,576","1,161",,,NA
Ford / Lincoln,James Bond's new car is a Ford Mondeo.,post-46750,"Mar 3, 2006",Michael,"Um......its pretty quite around here.,Maybe if we post a picture of an aston martin they will come",#2,,"Jun 14, 1984
										
											(Age: 38)",NA,NA,NA,"4,640",662,BMW M3 or Ferrari 458,Take a look at my portfolio,NA
Ford / Lincoln,2007 Lincoln Navigator!!!,post-39990,"Feb 9, 2006",warot,"Let me just say that Lincoln is going dowhill faster than gravity itself. This car looks outrageously bad. When the first Navigator came out, I'm not going to lie, i found it to be very attractive. At the rate they are going, the whole lineup is going to look BAD.",#4,,NA,NA,NA,NA,"3,756",930,,,NA
Ford / Lincoln,Wrecked Ford GT,post-50296,"Mar 20, 2006",yomomwhat,ye exactly...most of them are incompetent....they get loads of money...buy a fast car and think they can do what they want and don't care about other road users....yes another car could damage it but 9/10 times i would say they have lost control or been going to fast and hit another car...and in that case it would still be there fault...,#12,,"May 23, 1987
										
											(Age: 36)",NA,NA,NA,357,30,,,NA
Ford / Lincoln,Wrecked Ford GT,post-50112,"Mar 19, 2006",CarGuy,A shame um I think ive seen this they stole it from the dealer and crashed it?,#11,,,"Edmonton, Canada",NA,NA,"2,630","1,345",,"You're familiar with the phrase ""man's reach exceeds his grasp""? It's a lie, man's grasp exceeds his nerve.",NA
Ford / Lincoln,Wrecked Ford GT,post-45302,"Feb 26, 2006",drronh,A guy here in town I met through the Ferrari club crashed his Ford GT- he said there has been a problem with the accelerator pedals (Audi 5000 anyone?) and his car went out of control. I don't know. He showed me pics of the accident- went over a median across oncoming traffic and hit a palm tree. Heavy front end damage.,#7,,,"Naples, Florida",NA,NA,500,158,"RS4 Cab, 997GT3 RS, C6Z06, 3500 Ram dually, 996GT3, Viper GTS, 993TT, turbo 3.6, 9000 aero, 930, 916, 914-6 GT,ML500, Gallardo, 996C4S, allroad, Cooper S, C5Z06, Passat GLX, 500SEL...","Current: RS4 Cab, 997GT3 RS, C6Z06, 3500 Ram dually, 996GT3, Viper GTS, 993TT, turbo 3.6, 9000 aero, 930, 916, 914-6 GT,Gone: ML500, Gallardo, 996C4S, allroad, Cooper S, C5Z06, Passat GLX, 500SEL...",NA
Ford / Lincoln,2007 Ford Mondeo Spy-Shots,post-64049,"May 11, 2006",Deutsch,"and,there will be a new S60, which wil share the new Mondeo's platform if it is to be.",#4,,,L.A.,NA,F1pilot,"6,521","1,194",,,NA
Ford / Lincoln,OFFICIAL - 2007 Ford Mondeo Concept,post-95599,"Sep 22, 2006",YoUhimhER,"hey, that's a audi le mans concept dashboard.",#4,,"Feb 15, 1985
										
											(Age: 38)",NA,NA,NA,821,221,,Have you passed through this night?,NA
Ford / Lincoln,The new CEO of Ford drives 'the finest car in the world',post-94981,"Sep 20, 2006",Top Secret,"Oh God, it's Yannis with his idiotic Lexus-bashing again. Haven't we had this same discussion, oh, about 500 times before?,So let's reiterate what we know. Yannis has no idea about Lexus and bashes them at every chance he gets. We get it. I don't think we have to talk about this any further.",#16,,"Jul 19, 1990
										
											(Age: 32)",NA,NA,NA,876,300,,,NA
Ford / Lincoln,The new CEO of Ford drives 'the finest car in the world',post-94899,"Sep 19, 2006",kovachian,I wish all CEOs had balls the size of Mullaly's. I like this guy!,#14,,"Oct 25, 1975
										
											(Age: 47)",The Malebolge,NA,broke student,264,41,"A4 Quattro / 1.8T / 5 speed,Zonda","Dork, nice guy, smart guy, idiot, gearhead and music lover.,tinkering on cars and playin a lil geetawr",NA
Ford / Lincoln,The new CEO of Ford drives 'the finest car in the world',post-95740,"Sep 23, 2006",Gene,"I fail to see why I have been drawn into this debate when I haven't even said anything in the thread.,I am not a Toyota/Lexus Lover/fanatic.  I love cars for cars, I love what each car maker brings to the table to improve the industry.  So don't think that I am Toyota/Lexus fanatic because I defended them.  I defended them because it is a naive comment to simply say ""they are crap"".  No offence Yannis, but look past the end of your nose.,I could careless if a car company doesn't have history and heritage.  In terms of sales, Lexus have proved in the US market that buyers simply don't hold history and heritage in the same regard as you.  Yes its a niceity, but there isn't any rule to say they can't be good car makers.  Oh and what about car makers that do have heritage and history and have bombed? like rover.,Lexus have increased competition which has forced the BMW/Audi/Merc to lower their prices considerably.  Without Lexus, the Germans simply could have astronomical prices in non-european countries like New Zealand.  This has allowed us everyday people to drive these cars everyday.  This is part of the reason why I have the utmost respect for Lexus.,This is not to offend you but to remind you Yannis:  Remember back in the old GCF days where Brian (creator/owner of GCF) outwardly said that he,due to you bias towards Audi.  And Brian is arguably the biggest german car fanatic.  Now this wasn't to attack your character, but to say ""Yannis, stop being so narrow-minded and look at the wider picture"".  Did you not learn anything from that post? If you don't remember this then don't worry, but I've been around a LONG time (as have you).",#33,,"Jan 10, 1984
										
											(Age: 39)",NA,NA,NA,447,247,,,NA
Ford / Lincoln,Ford Mondeo Factory pics,post-110142,"Nov 5, 2006",Choleric,You don't see too many spy pics from the factory floor very often,#1,,,Great Plains,NA,NA,"3,764","1,770","A4,Audi 90 S,S8",,NA
Ford / Lincoln,Ford Mustang by Giugiaro,post-121925,"Dec 2, 2006",live4mercedes,,#2,,"Nov 30, 1989
										
											(Age: 33)",Tilburg,NA,NA,112,7,1992 SEL 600,,NA
Ford / Lincoln,Ford Focus Sedan & Coupe @ NAIAS 2007,post-136023,"Jan 8, 2007",7saen,"They couldn't make it uglier, could they?",#6,,May 16,Germany,Male,NA,842,895,,,NA
Ford / Lincoln,Ford Focus Sedan & Coupe @ NAIAS 2007,post-136020,"Jan 8, 2007",martinbo,"I haven't seen such a backward looking new car in years! It's awful! The exterior is terrible. The interior's even worse... What on Earth would the American car buying public see in these two throwback duds?,Hyundai and Kia make better looking cars inside and out that this.",#5,,"Oct 28, 1971
										
											(Age: 51)",Johannesburg,Male,SAP Business One,"18,051","26,131","MY15 320d LCI Sport Line,MY14 Forester XT,MY13 Boxster S,MY11 Forester XT,MY09 WRX,MY09 Forester XT,MY07 Forester XT,MY05 Forester XT,2003 Polo 1.6,2001 Golf IV GTI,BMW M4 ; 911","Avid car enthusiast,Driving and Diving,""Broken hands begging at the altar of the grey commute; so much so, it's untenable.""",Staff member
Ford / Lincoln,Ford Interceptor Concept @ NAIAS 2007,post-132828,"Dec 31, 2006",Ultimate Car Guy,"Woah! that is one bold american!,I'd love it if Ford were to produce a production car along these lines. It's absolutely stunning. And i'm not even a fan of american car designs, i'm more into euro designs.",#3,,NA,NA,NA,NA,762,580,"BMW M2 Competition (MY 2020),Volkswagen Tiguan 147TDI Elegance (MY 2021),MINI Cooper (MY 2018),Volkswagen Polo Style (MY 2021),Volkswagen Passat V6 (MY 2001),BMW 320i Luminance (MY 2017),Porsche 911 (992) Carrera S",,NA
Ford / Lincoln,Spied: Ford Focus RS,post-148479,"Feb 7, 2007",Habitual Speeder,"No AWD?  [image no longer available],Well, I guess Mazda didn't bother with the Mazdaspeed 3, either...",#4,,,"Ottawa, Canada",NA,NA,"1,396",319,"Own: 2005 Honda Civic SE,Drive: Whatever I decide to take off the lot","""Why is one driver faster than another? He's got more confidence. Sometimes, he gets it by over-riding certain fears & getting away with it. That lures you on."" - Mario Andretti",NA
Toyota,"Toyota recalls 57,000 Lexus Cars",post-58053,"Apr 19, 2006",SDNR,"Shock horror - the Lexus is not perfect afterall,The truth is though, year after year, the Japanese still top the consumer satisfaction reports.",#7,,NA,NA,Male,NA,"10,207","4,192",,,NA
Toyota,"Toyota recalls 57,000 Lexus Cars",post-58050,"Apr 19, 2006",Yperion,""",recalls 57,000,Cars."",I hope noone gets angry at me again when i say Toyota-Lexus instead of Lexus when i refer to them. Everyone knows that it's the same company underneath.",#6,,"Jan 2, 1975
										
											(Age: 48)",Greece,NA,Air Traffic Controller,"9,320","2,393","2008 Nissan X-Trail,2004 Audi A4 1.8T,2001 Audi A3 1.6,Lamborghini Gallardo","germancarforum fanatic,Football, Basketball , Video Games and Cars,Why are we afraid of tomorrow when today is all we have?",NA
Toyota,"Toyota recalls 57,000 Lexus Cars",post-57983,"Apr 19, 2006",sunnyman12,awsome,#5,,"Jun 13, 1986
										
											(Age: 36)","London, Ont.",NA,Student,432,78,,"BMW 4 Ever,F1 and Hockey",NA
Ford / Lincoln,Twin Turbo Ford GT,post-152227,"Feb 17, 2007",Congaman,I fiirst watched this video some months ago......that GT just blows me away!!,#2,,NA,NA,NA,NA,41,7,,,NA
Ford / Lincoln,"Stanford's 2007 DARPA Urban Challenge entrant ""Junior""",post-152987,"Feb 19, 2007",phaeton,"The Defense Advanced Research Projects Agency (DARPA) is part of the US Defense Department, and it provides funding to all kinds of researchers for projects that might at some point have a useful military application. Over the last several decades they have funded many projects, some of which have made it into the civilian mainstream, like a little network you might have heard of called the internet (which was originally born as,). One of the better known recent projects, is the,the first running of which in 2004 turned into a complete fiasco. The $1 million prize for the first running went unclaimed, because none of the vehicles completed the 142 mile course through the California desert. In fact, the farthest anyone got was seven miles, with most of the teams not even getting off the starting line.,Eighteen months later, with the prize money doubled, they tried again, and this time a team from Stanford University finally succeeded (along with three other teams), and completed a 132-mile course from Barstow, California to Primm, Nevada. The Stanford team equipped a Red-Bull sponsored Volkswagen Touareg, nick-named Stanley, with more computer power than the Apollo moon missions, and the SUV ran the distance in a little over 7 seven hours with no human intervention once the race began. In November, DARPA will try again, this time with an,. Instead of a desert course, the teams will traverse a sixty-mile mock urban environment. For this year's event, Stanford has created Junior, a VW Passat wagon packed with laser rangefinders, radar, GPS, and enough Intel Core 2 Duo processors to power a small data center. The car is not allowed to crash and must obey all California traffic laws while it's running, which would likely make it the only vehicle on the road to do so. You can find out more about Junior at the,, and learn about the event at the,.",#1,,June 5,Australia,Male,Volkswagen Parts Advisor,"1,668",809,"1961 Volkswagen Karmann Ghia Coupé,1993 Volkswagen Golf Cabriolet,2006 Volkswagen Golf 19 TDI Comfortline (family car),2008 Volkswagen Jetta 2.0 FSI Comfortline,1975 Volkswagen Passat LS wagon,2017 Golf Alltrack with Premium pack,Phaeton V10 TDI LWB / 2019 ID R / 2001 W12 Coupe / 1961 Type 3 Cabriolet",,NA
Toyota,"Toyota recalls 57,000 Lexus Cars",post-57982,"Apr 19, 2006",Bozzor,"A stupid mistake and Lexus deserves a kick in the head for it. Now, let's see how the vaunted Lexus customer service people deal with it.",#4,,"Feb 24, 1970
										
											(Age: 53)",Sydney (most of the time),NA,Consultant,286,5,,"Hunting,The Road to Hell...leads straight to my door...",NA
Toyota,Toyota ready for Number 1,post-12199,"Nov 5, 2005",emarati,"Man those Toyota people are good, it was just a matter of time for them.,Wheres Bozzor now.,Talking about Bozzor he was a great member in GCF, why dont u guys invite him here (if anyone has his contact info).",#2,,"Feb 20, 1983
										
											(Age: 40)",United Arab Emirates,NA,Civil Engineer,217,1,,,NA
Toyota,2007 Toyota Camry,post-16797,"Nov 20, 2005",Mr. Mercedes,"Oh no, those lights look SOOOO similar to the chop for the next E. Benz better do somthing about that.",#10,,NA,NA,NA,NA,"9,914","8,708",,,Premium Supporter
Toyota,2007 Toyota Camry,post-5616,"Oct 17, 2005",Yaz,It looks like it's going to look like an Avalon...... Looks much better than the current one which I think is the worst Camry ever produced.,#1,,,New York City,Male,NA,"5,159","4,230",Lexus GS-F,"""///AMG, an unending rush of power and adrenaline!""",NA
Toyota,2007 Toyota Camry,post-5644,"Oct 17, 2005",Ahmed,"Call me ill tasted, but I always liked the looks of the current camry. We have a 2000 white Camry wagon and yes that generation is reliable, but I dunno about the new one. But in terms of exteriod design. I kinda like the current one.",#5,,"Oct 10, 1985
										
											(Age: 37)",NA,NA,NA,409,2,,Do the BartMan !,NA
Toyota,Rising hybridity,post-53167,"Mar 30, 2006",gcf_frank,"damned hippie designs!,I'm surprised the multipla isn't a hybrid :S",#4,,"Aug 19, 1977
										
											(Age: 45)","Helsinki, Finland",NA,Editor,34,0,,WorldCarFans,NA
Toyota,Next Prius to offer 94 mpg?,post-55781,"Apr 10, 2006",notic,Next Prius to offer 94 mpg?,#1,,"Mar 26, 1984
										
											(Age: 39)","Vancouver, B.C.",NA,NA,851,151,,,NA
Ford / Lincoln,Fords X3 Rival Exposed,post-170716,"Mar 30, 2007",far2000,"Ford's X3, Freelander rival exposed,30/03/2007 08:38,Don't be disappointed by the boxy look of this prototype of Ford's new Focus-based SUV, but don't expect it to turn into a 100% Iosis+X copy, either, when the disguise comes off in less than 12 months.,It will be a beautiful car but will still be far away from the show stopper Ford displayed at the Paris Show last September. The new SUV is based on the Focus C1 platform and will get a similar sporty look as the Mazda CX-7.,Nothing is known yet about the name of the new car which has been designed in Europe. The newcomer is scheduled for release at this fall's Frankfurt Motor Show, and upon its debut on the market in spring 2008, it will meet a large number of competitors, which are not easy to beat.,BMW has its X3, Opel has the Antara, Audi is preparing the Q5, Volkswagen will release the Tiguan, Mercedes has the GLK coming and finally Toyota is already very successful with its new RAV 4. Power for the Ford is expected to come from the known petrol and diesel engines used in the Focus and S-Max.,[image no longer available]",#1,,,"cape town, south africa",Male,IT Tech,"1,611","1,201","2012 bmw 320i e90,Fiat Uno 1.1,Toyota Tazz 1.3,Toyota Corolla 1.4i,mazda 6 2.3 A dynamic,Astra GTC 1.8,Kia cerato Koup,ANY AMG!!!!",MERCEDES BENZ AMG//: UNRIVALLED PASSION,NA
Ford / Lincoln,New Ford Mondeo...,post-161995,"Mar 9, 2007",Monster,"It isn't stunning but it is a very nice looking car. Love the front, and the side view, but not the back. The rear end looks a bit flat and it ends too suddenly. I am not a fan of the interior design as well. It just doesn't have that premium look of other eurpoean cars. It has far too many buttons and odd shapes",#18,,"Aug 1, 1985
										
											(Age: 37)",Sydney,Male,Half arsed project engineer,"14,631","16,219",,"Cars, rock music, exercising, eating, sleeping, fixing things, a lot of swearing,Now officially an engineer",Staff member
